Title,Authors,DOI,DOI link,Venue,Citation count,Year,Abstract summary
Factors driving Indian consumer’s purchase intention of roof top solar,"A. Aggarwal, A. Syed, S. Garg",10.1108/IJESM-07-2018-0012,https://doi.org/10.1108/IJESM-07-2018-0012,International Journal of Energy Sector Management,58,2019,"This paper is not relevant to the query, which is about social sustainability reporting readiness in software services. The paper examines the factors driving Indian consumers' purchase intention of rooftop solar."
Sustainable Change Management through Employee Readiness: Decision Support System Adoption in Technology-Intensive British E-Businesses,"Fawad Ahmed, Y. Qin, L. Martínez",10.3390/SU11112998,https://doi.org/10.3390/SU11112998,Sustainability,23,2019,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on employee readiness for adopting decision support systems in technology-intensive e-businesses."
Analysis of drivers of CSR practices’ implementation among family firms in India,"Shubham Singh, Shashank Mittal",10.1108/IJOA-09-2018-1536,https://doi.org/10.1108/IJOA-09-2018-1536,The International Journal of Organizational Analysis,36,2019,"The paper examines the drivers of CSR practices implementation among family firms in India, finding that primary stakeholder pressure and CSR-oriented leadership beliefs are key factors."
Key aspects of sustainability reporting quality and the future of GRI,"Mercedes Luque-Vílchez, Michela Cordazzo, G. Rimmel, C. Tilt",10.1108/sampj-03-2023-0127,https://doi.org/10.1108/sampj-03-2023-0127,"Sustainability Accounting, Management and Policy Journal",26,2023,"The paper reviews key aspects of sustainability reporting quality, including materiality, comparability, and assurance, and their relevance to the Global Reporting Initiative (GRI)."
Readability of Sustainability Reports: A Bibliometric Analysis and Systematic Literature Review,"Miguel Pombinho, Ana Fialho, Jorge Novas",10.3390/su16010260,https://doi.org/10.3390/su16010260,Sustainability,14,2023,"This paper analyzes the readability of sustainability reports, finding that organizations tend to use low readability in these reports."
A qualitative analysis of GRI principles for defining sustainability report quality: an Australian case from the preparers’ perspective,"M. Safari, Amreen Areeb",10.1080/01559982.2020.1736759,https://doi.org/10.1080/01559982.2020.1736759,-,58,2020,The paper analyzes how sustainability report preparers perceive the GRI Principles for Defining Report Quality and the challenges they face in applying these principles.
DRIVERS OF SUSTAINABILITY REPORTING AND IT’S THEORETICAL RELEVANCE: A SYSTEMATIC LITERATURE REVIEW,"E. I. D. Made, Ramantha I Wayan, Ariyanto Dodik, Asri Dwija Putrii GUSTI AYU MADE",10.46754/jssm.2024.09.012,https://doi.org/10.46754/jssm.2024.09.012,Journal of sustainability science and management,1,2024,"The paper identifies stakeholder engagement, firm size, and board gender diversity as key drivers of sustainability reporting, underpinned by stakeholder, legitimacy, and agency theories."
Challenges in the adoption of sustainability information systems: A study on green IS in organizations,"Jeanine Kirchner-Krath, Benedikt Morschheuser, Nevena Sicevic, Nannan Xi, H. V. Korflesch, Juho Hamari",10.1016/j.ijinfomgt.2024.102754,https://doi.org/10.1016/j.ijinfomgt.2024.102754,International Journal of Information Management,11,2024,The paper explores challenges in the adoption of sustainability information systems in organizations.
Adoption Intention of Blockchain Technologies for Sustainable Supply Chain Management in Indian MSMEs,"V. Paliwal, Shalini Chandra, Suneel Sharma",10.3390/su16198527,https://doi.org/10.3390/su16198527,Sustainability,2,2024,"This paper examines the determinants of blockchain technology adoption for sustainable supply chain management in Indian MSMEs, but does not address social sustainability reporting readiness in software services."
Sustainability for small and medium enterprises: an interpretive structural modelling approach,"B. Maheswari, D. Kavitha",10.1504/ijbex.2020.106367,https://doi.org/10.1504/ijbex.2020.106367,International Journal of Business Excellence,1,2020,The paper identifies the mutual influences among drivers of sustainability in small and medium enterprises using interpretive structural modelling.
Barriers for sustainability reporting: evidence from Indo-Pacific region,"D. Dissanayake, S. Kuruppu, W. Qian, C. Tilt",10.1108/medar-01-2020-0703,https://doi.org/10.1108/medar-01-2020-0703,-,30,2020,"The main barriers for sustainability reporting in the Indo-Pacific region are lack of knowledge, cost, time constraints, and lack of government initiatives."
Sustainability Practices and Reporting: A Comparative Analysis of Top Ten Indian Banks,Mukta Mani,10.1089/scc.2021.0073,https://doi.org/10.1089/scc.2021.0073,Sustainability and Climate Change,4,2022,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on sustainability reporting practices in the Indian banking sector."
Social report innovation: evidence from a major Italian bank 2007-2012,"Ann Martin‐Sardesai, J. Guthrie",10.1108/medar-10-2018-0383,https://doi.org/10.1108/medar-10-2018-0383,Meditari Accountancy Research,12,2019,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on social and environmental disclosure in the banking industry."
Doing well by doing good: can voluntary CSR reporting enhance financial performance?,"Avinandan Mukherjee, R. Nuñez",10.1108/JIBR-07-2018-0199,https://doi.org/10.1108/JIBR-07-2018-0199,Journal of Indian Business Research,26,2019,"The paper examines the relationship between voluntary CSR reporting and financial performance, finding that environmental risk moderates this relationship."
Assessing the Drivers of Corporate Sustainability Performance Disclosures Using the Global Reporting Initiative (GRI) G4 Framework,Najul Laskar,10.3390/jrfm17110513,https://doi.org/10.3390/jrfm17110513,Journal of Risk and Financial Management,3,2024,"Profitability, firm size, innovation, board characteristics, and industry type are major drivers of corporate sustainability performance disclosure."
A multi-level institutional perspective of corporate social responsibility reporting: A mixed-method study,"Majid Khan, J. Lockhart, R. Bathurst",10.1016/j.jclepro.2020.121739,https://doi.org/10.1016/j.jclepro.2020.121739,-,52,2020,This paper examines the institutional drivers and managerial perceptions of corporate social responsibility reporting among listed companies in Pakistan.
A systematic review of the trends and patterns of sustainability reporting in universities,"Marcos Roque da Rosa, Clodis Boscarioli, Kátya Regina de Freitas Zara",10.1108/ijshe-12-2022-0399,https://doi.org/10.1108/ijshe-12-2022-0399,International Journal of Sustainability in Higher Education,7,2023,"This paper reviews sustainability reporting trends and patterns in universities, but does not address social sustainability reporting readiness in software services."
The drivers and challenges of adopting the Malaysia industrialised building system for sustainable infrastructure development,"S. Ismail, C. Hon, P. Crowther, M. Skitmore, F. Lamari",10.1108/ci-05-2021-0088,https://doi.org/10.1108/ci-05-2021-0088,Construction Innovation,11,2022,This paper is not relevant to the query about social sustainability reporting readiness in software services. It examines the drivers and challenges of adopting the industrialised building system for sustainable infrastructure development in Malaysia.
Adoption of ISSB standards in emerging markets – insights from Moroccan companies’ organizational readiness,"Issam Benhayoun, Mehdi El Amrani, Aya Barhdadi, Walid Azzaoui",10.1108/jfra-07-2024-0468,https://doi.org/10.1108/jfra-07-2024-0468,Journal of Financial Reporting & Accounting,3,2025,"Organizational factors like absorptive capacity, structure, size and culture are key determinants of Moroccan companies' readiness to adopt new ISSB sustainability reporting standards."
The challenges of sustainability reporting and their management: the case of Estra,"P. Micco, Loredana Rinaldi, Gianluca Vitale, S. Cupertino, M. Maraghini",10.1108/MEDAR-09-2019-0555,https://doi.org/10.1108/MEDAR-09-2019-0555,-,20,2020,The paper examines the challenges companies face in sustainability reporting and the mechanisms they can use to manage those challenges.
Who Are the Intended Users of CSR Reports? Insights from a Data-Driven Approach,"Charlotte H Lindgren, Asif M. Huq, K. Carling",10.3390/SU13031070,https://doi.org/10.3390/SU13031070,Sustainability,17,2021,"Firms target shareholders as the intended users of CSR reports, even in stakeholder-focused environments."
The impact of family vs non-family governance contingencies on CSR reporting in Bangladesh,"P. Biswas, Helen Roberts, R. Whiting",10.1108/MD-11-2017-1072,https://doi.org/10.1108/MD-11-2017-1072,Management Decision,35,2019,The paper examines how corporate governance quality and family vs. non-family ownership affect corporate social responsibility reporting in Bangladesh.
Sustainability Initiatives in Emerging Economies: A Socio-Cultural Perspective,"Mohsin Malik, S. Abdallah",10.3390/su11184893,https://doi.org/10.3390/su11184893,Sustainability,17,2019,"This paper examines sustainability initiatives in emerging economies, finding differences from developed economies such as government pressure being the main driver."
Issues in sustainability reporting assurance: evidence from interviews,Sulaiman Aliyu,10.1108/sampj-07-2023-0457,https://doi.org/10.1108/sampj-07-2023-0457,"Sustainability Accounting, Management and Policy Journal",3,2024,"The paper examines the processes and challenges of sustainability reporting assurance, including differences in perspectives between assurance providers and other stakeholders."
Software Application for Organizational Sustainability Performance Assessment,"V. Grecu, Radu-Ilie-Gabriel Ciobotea, Adrian Florea",10.3390/su12114435,https://doi.org/10.3390/su12114435,Sustainability,13,2020,A software tool is described that simplifies sustainability reporting and performance assessment for organizations.
Learning from the Best: New Challenges and Trends in IR Reporters’ Disclosure and the Role of SDGs,"M. Izzo, Alberto Dello Strologo, Fabrizio Granà",10.3390/su12145545,https://doi.org/10.3390/su12145545,Sustainability,32,2020,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
Embedding and managing blockchain in sustainability reporting: a practical framework,"S. Pizzi, Andrea Caputo, A. Venturelli, F. Caputo",10.1108/sampj-07-2021-0288,https://doi.org/10.1108/sampj-07-2021-0288,"Sustainability Accounting, Management and Policy Journal",34,2022,Blockchain can help mitigate information asymmetries in sustainability reporting.
MODELING THE RELATIONSHIP BETWEEN INTEGRATED REPORTING QUALITY AND SUSTAINABLE BUSINESS DEVELOPMENT,"M. Ciubotariu, M. Socoliuc, V. Grosu, Svetlana Mihailă, C. Cosmulese",10.3846/jbem.2021.15601,https://doi.org/10.3846/jbem.2021.15601,Journal of Business and Economic Management,11,2021,"The paper models the relationship between integrated reporting quality and sustainable business development, focusing on the sensitivity of reporting preferences across different sectors."
"Sustainability priorities, corporate strategy, and investor behavior","Linda Espahbodi, Reza Espahbodi, Norma Juma, Amy Westbrook",10.1002/RFE.1052,https://doi.org/10.1002/RFE.1052,Review of Financial Economics,36,2019,"The paper discusses the increasing investor demand for environmental, social, and governance (ESG) disclosures from companies."
Virtual social enterprise: modeling sustainability of an enterprise by digital intervention,"Asad Javed, Muhammad Yasir",10.1108/WJEMSD-03-2018-0032,https://doi.org/10.1108/WJEMSD-03-2018-0032,World Journal of Entrepreneurship Management and Sustainable Development,10,2019,This paper proposes a model for the internationalization of social enterprises using digital intervention and virtual enterprise networks.
Disentangling the concept of comparability in sustainability reporting,"Blerita Korca, Ericka Costa, Lies Bouten",10.1108/sampj-05-2022-0284,https://doi.org/10.1108/sampj-05-2022-0284,"Sustainability Accounting, Management and Policy Journal",7,2023,"The paper disentangles the concept of comparability in sustainability reporting, identifying three key facets."
Sustainability evaluation of service supply chains: a case study of an Indian hospital,"Ramji Nagariya, Divesh Kumar, I. Kumar",10.1108/IJPPM-05-2020-0237,https://doi.org/10.1108/IJPPM-05-2020-0237,-,11,2021,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on evaluating the sustainability status of a hospital service supply chain."
Analysis of the Main Corporate Social Responsibility Drivers and Barriers and Their Foreseeable Evolution. Evidence from Two Leading Multinationals: The Airbus and TASL Cases,"Rafael García Martín, A. Duran-Heras, Karen Reina Sánchez",10.3390/su14138167,https://doi.org/10.3390/su14138167,Sustainability,3,2022,"The paper analyzes the drivers and barriers of corporate social responsibility in two multinational companies, highlighting the increasing role of internal, moral-driven factors."
Assessing off-site readiness in construction organisations: cases from India,"D. Bendi, M. Rana, M. Arif, S. Lamb, A. Sawhney, A. Kaushik",10.1108/CI-01-2021-0005,https://doi.org/10.1108/CI-01-2021-0005,Construction Innovation,9,2021,This paper is not relevant to the query about social sustainability reporting readiness in software services. It assesses the readiness of Indian construction organizations to adopt off-site construction methods.
Effects of sustainability-linked initiatives on value creation in services business: a study on global technology services firms,"Arindam Das, Sourav Dey",10.1108/srj-08-2024-0563,https://doi.org/10.1108/srj-08-2024-0563,Social Responsibility Journal,0,2025,Strong social and governance performance leads to improved value creation for global technology services firms.
Analysing impact of corporate attributes on sustainability disclosures through India’s new BRSR framework,"Abhishek Kajal, Siddharth Bansal",10.1108/ijlma-02-2024-0043,https://doi.org/10.1108/ijlma-02-2024-0043,International Journal of Law and Management,2,2024,"Company size, not traditional metrics, impacts sustainability reporting quality under India's new BRSR framework."
Readiness for agile-sustainability in health-care organizations,"Albi Thomas, M. Suresh",10.1108/ijqss-06-2022-0056,https://doi.org/10.1108/ijqss-06-2022-0056,International Journal of Quality and Service Sciences,5,2023,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on agile-sustainability readiness factors in the healthcare sector."
Corporate social sustainability in supply chain management: a literature review,Dr. Arslan,10.1108/jgr-11-2019-0108,https://doi.org/10.1108/jgr-11-2019-0108,Journal of Global Responsibility,8,2020,This paper reviews the literature on social sustainability in supply chain management and proposes a five-factor sustainability model.
The value relevance of sustainability reporting: does assurance and the type of assurer matter?,"E. Thompson, Olivier Ashimwe, Samuel Buertey, So-Yeun Kim",10.1108/sampj-08-2021-0329,https://doi.org/10.1108/sampj-08-2021-0329,"Sustainability Accounting, Management and Policy Journal",29,2022,"The paper examines the relationship between sustainability reporting, assurance, and firm value in an emerging market context."
Social Media and Sustainability Reporting: A Literature Review,"Alice Pennesi, Marco Giuliani",10.1002/sd.3524,https://doi.org/10.1002/sd.3524,Sustainable Development,1,2025,The paper reviews how sustainability reporting is influenced by and disseminated through social media.
The diffusion of the sustainable development goals (SDGs): an examination of preparer perceptions,"G. O. Botchway, O. Bradley",10.1108/sampj-01-2022-0012,https://doi.org/10.1108/sampj-01-2022-0012,"Sustainability Accounting, Management and Policy Journal",19,2023,The paper examines the adoption of sustainable development goals (SDGs) disclosure and the perceptions of preparers on the decision to adopt or reject SDG disclosure.
Sustainability meets service procurement: a case study in the ICT service sector,"Kati Schaëfer, Aleksi Harju, Anni-Kaisa Kähkönen, J. Hallikas",10.1080/00207543.2025.2451822,https://doi.org/10.1080/00207543.2025.2451822,International Journal of Production Research,0,2025,"Sustainability practices in ICT service procurement face challenges like lack of standardized criteria and limited supply chain visibility, but are driven by stakeholder pressures and organizational capabilities."
An Empirical Study on the Impact of the Corporate Social Responsibility of the Indian Corporate Sectors,"Santanu Das, Manas Pandey",10.11130/jei.2022.37.4.790,https://doi.org/10.11130/jei.2022.37.4.790,Journal of Economic Integration,5,2022,"This paper examines the corporate social responsibility (CSR) practices of public and private companies in India, including their investments in sustainability, disclosure, and stakeholders."
The drivers of sustainability disclosure practices in the airport industry: A legitimacy theory perspective,"Vitiana L’Abate, Filippo Vitolla, P. Esposito, Nicola Raimo",10.1002/csr.2462,https://doi.org/10.1002/csr.2462,Corporate Social Responsibility and Environmental Management,45,2023,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it focuses on the drivers of sustainability disclosure in the airport industry."
The dharma of work: Cracking the code to social sustainability puzzle for the future of human resources,"Alka Kumari, Manvendra Pratap Singh",10.1002/sd.3213,https://doi.org/10.1002/sd.3213,Sustainable Development,3,2024,"The paper identifies and prioritizes critical social strategies for achieving sustainable development in organizations, with improving employee well-being as the most crucial."
Can CSR mechanisms spur GRI adoption and restore its lost value relevance?,"M. Nandy, C. Kuzey, Ali Uyar, S. Lodh, Abdullah S. Karaman",10.1108/jaar-03-2022-0068,https://doi.org/10.1108/jaar-03-2022-0068,Journal of Applied Accounting Research,20,2022,The paper examines how CSR mechanisms like committees and executive compensation can drive GRI adoption and impact firm value.
Reporting University Performance through the Sustainable Development Goals of the 2030 Agenda: Lessons Learned from Italian Case Study,"G. Fiorani, Chiara Di Gerio",10.3390/su14159006,https://doi.org/10.3390/su14159006,Sustainability,14,2022,The paper examines sustainability reporting in Italian universities and their adoption of the UN Sustainable Development Goals as a framework.
Intellectual capital and sustainability reporting practices in Uganda,"J. Bananuka, V. Tauringana, Zainabu Tumwebaze",10.1108/jic-01-2021-0019,https://doi.org/10.1108/jic-01-2021-0019,Journal of Intellectual Capital,32,2021,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
"Factors influencing the digitalization of sustainability accounting, reporting and disclosure: a systematic literature review","Diego Valentinetti, M. Rea",10.1108/medar-02-2024-2385,https://doi.org/10.1108/medar-02-2024-2385,Meditari Accountancy Research,0,2024,"The paper identifies technological, organizational, and environmental factors that enable or constrain the digitalization of corporate sustainability accounting, reporting, and disclosure."
"Mandatory corporate social responsibility in India: reporting reality, issues and way forward","P. Taneja, Ameeta Jain, Mahesh Joshi, Monika Kansal",10.1108/medar-11-2020-1063,https://doi.org/10.1108/medar-11-2020-1063,Meditari Accountancy Research,10,2021,Mandatory CSR reporting in India imposes a compliance burden on CPSEs due to multiple regulatory bodies and divergent expectations between regulators and the regulated.
Does Sustainability Reporting Enhance Firms Profitability? A Study on Select Companies from India and South Korea,Najul Laskar,10.1177/0974686219836528,https://doi.org/10.1177/0974686219836528,Indian Journal of Corporate Governance,35,2019,"The paper examines the relationship between corporate sustainability reporting and firm profitability in India and South Korea, finding a positive association in South Korea but a negative one in India."
The Path Towards Becoming a Socially Responsible Business School—The Case of Canara Bank School of Management Studies India,"W. Amann, Shiv S. Tripathi",10.1177/2277977919860281,https://doi.org/10.1177/2277977919860281,South Asian Journal of Business and Management Cases,1,2019,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on the challenges and opportunities faced by a business school in integrating sustainability into its management education curriculum."
Imagining a place for sustainability management: an early career call for action,"L. Baudoin, Simone Carmine, Lucrezia Nava, Nicholas A. Poggioli, Onna Malou van den Broek",10.1111/joms.12887,https://doi.org/10.1111/joms.12887,Journal of Management Studies,23,2022,The paper argues that management scholars should combine their expertise with knowledge of ecosystems and their relation to economic and social systems to address pressing sustainability challenges.
Prioritizing CSR barriers in the Indian Service Industry: A Fuzzy AHP Approach,"Divesh Kumar, Praveen Goyal, Vinod Kumar",10.2478/SAEB-2019-0009,https://doi.org/10.2478/SAEB-2019-0009,Scientific Annals of Economics and Business,10,2019,"The paper identifies and prioritizes barriers to implementing corporate social responsibility (CSR) policies in the Indian service industry, with lack of top management commitment, lack of benefits, and financial constraints being the most important."
The use of social media as a legitimation tool for sustainability reporting,"Sumit K. Lodhia, A. Kaur, G. Stone",10.1108/medar-09-2019-0566,https://doi.org/10.1108/medar-09-2019-0566,-,39,2020,Large Australian companies use social media to seek legitimacy through positive sustainability disclosures and control stakeholder dialogue.
Social recognition and employee engagement: The effect of social media in organizations,"Bimal Chandra Nayak, G. K. Nayak, Debasish Jena",10.1177/1847979020975109,https://doi.org/10.1177/1847979020975109,International Journal of Engineering Business and Management,25,2020,The paper examines how organizations use social media for employee recognition and engagement.
A framework for assessing collaboration between buyers and suppliers on sustainability goals,"A. Kashyap, Pooja Lakhanpal",10.1002/joe.21975,https://doi.org/10.1002/joe.21975,Global Business and Organizational Excellence,8,2019,The paper presents a framework for assessing collaboration between buyers and suppliers on sustainability goals.
A model for business responses to global challenges and sustainable development,"Busaya Virakul, Darlene F. Russ-Eft",10.1108/SRJ-09-2018-0223,https://doi.org/10.1108/SRJ-09-2018-0223,Social Responsibility Journal,14,2019,"The paper presents a model for how businesses can respond to global challenges and promote sustainable development by embedding CSR, corporate governance, and sustainability concepts at the strategic level."
Ecological and social sustainable change through corporate social responsibility: The enabling role of employees,"Andreas Kallmuenzer, S. Kraus, R. Bouncken, Daniil Reinwald",10.1002/jsc.2551,https://doi.org/10.1002/jsc.2551,Strategic Change,28,2023,The paper discusses the enabling role of employees in implementing corporate social responsibility initiatives to drive ecological and social sustainability.
The Role of Disability and Accessibility in Corporate Sustainability Reporting,"Christian Vogelauer, D. Herold, Elmar Fuerst",10.1017/idm.2020.6,https://doi.org/10.1017/idm.2020.6,International Journal of Disability Management,3,2020,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on disability and accessibility in corporate sustainability reporting more broadly."
Sustainability reporting and integrated reporting perspectives of Thai-listed companies,"Neungruthai Petcharat, M. Zaman",10.1108/jfra-09-2018-0073,https://doi.org/10.1108/jfra-09-2018-0073,-,27,2019,"The paper examines sustainability reporting and integrated reporting practices of Thai-listed companies, finding variation in reporting practices."
Organisational sustainability readiness: A model and assessment tool for manufacturing companies,"Ilaria Barletta, M. Déspeisse, Steven Hoffenson, B. Johansson",10.1016/j.jclepro.2020.125404,https://doi.org/10.1016/j.jclepro.2020.125404,Journal of Cleaner Production,35,2021,This paper proposes a model and assessment tool to help manufacturing companies build capabilities for sustainable operations.
Barriers to institutional social sustainability,"W. Leal Filho, A. Sálvia, Claudio R. P. Vasconcelos, R. Anholon, Izabella Rampasso, J. H. Eustachio, Olena Liakh, M. A. Dinis, Raquel Cementina Olpoc, Joseph Bandanaa, Y. Aina, Regine Lolekola Lukina, Ayyoob Sharifi",10.1007/s11625-022-01204-0,https://doi.org/10.1007/s11625-022-01204-0,Sustainability Science,23,2022,"Barriers to implementing social sustainability in institutions include lack of communication transparency, awareness, and multi-dimensional approaches."
The Dimension of Sustainability: A Comparative Analysis of Broadness of Information in Italian Companies,"Sabrina Spallini, Virginia Milone, Antonio Nisio, P. Romanazzi",10.3390/SU13031457,https://doi.org/10.3390/SU13031457,Sustainability,22,2021,"The paper examines factors that influence the breadth of sustainability information in corporate non-financial disclosures, but does not specifically address challenges or drivers in software services."
Sustainable library services with open-source library automation and digitisation software: A literature review,"Nur Ahammad, F. D. S. Bahry, H. Husaini",10.1177/02663821241245509,https://doi.org/10.1177/02663821241245509,Business Information Review,2,2024,This paper is not relevant to the query about social sustainability reporting readiness in software services.
Organisational sustainability scale-measuring employees’ perception on sustainability of organisation,"N. Balasubramanian, M. Balaji",10.1108/MBE-06-2020-0093,https://doi.org/10.1108/MBE-06-2020-0093,-,14,2021,This paper develops a scale to measure employees' perception of organizational sustainability across six factors.
"The Diversity of Environmental, Social, and Governance Aspects in Sustainability: A Systematic Literature Review","A. Jámbor, Anett Zanócz",10.3390/su151813958,https://doi.org/10.3390/su151813958,Sustainability,12,2023,"The paper provides a systematic review of the diversity and complexity of environmental, social, and governance (ESG) aspects in corporate sustainability reporting."
"Environmental, Social and Governance (ESG) metrics do not serve services customers: a missing link between sustainability metrics and customer perceptions of social innovation","Lerzan Aksoy, A. Buoye, Maja Fors, T. Keiningham, S. Rosengren",10.1108/josm-11-2021-0428,https://doi.org/10.1108/josm-11-2021-0428,Journal of Service Management,26,2022,"ESG metrics and reporting do not sufficiently explain customer perceptions of social innovativeness, especially for service firms."
GLOB: A global project management readiness framework,"Mahmood Niazi, Sajjad Mahmood, M. Alshayeb",10.1002/smr.2302,https://doi.org/10.1002/smr.2302,J. Softw. Evol. Process.,6,2020,This paper is not relevant to the query about social sustainability reporting readiness in software services.
Industrial customers’ organizational readiness for new advanced services,"Eija Vaittinen, M. Martinsuo",10.1108/JMTM-07-2018-0194,https://doi.org/10.1108/JMTM-07-2018-0194,Journal of Manufacturing Technology Management,14,2019,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on industrial customers' organizational readiness for new advanced services."
Agency and institutional-related factors and the heterogeneity of sustainability and integrated report information disclosures in Kenya,"Geoffrey Injeni, M. Mangena, D. Mathuva, Robert Mudida",10.1108/jfra-10-2020-0305,https://doi.org/10.1108/jfra-10-2020-0305,Journal of Financial Reporting & Accounting,20,2021,"Factors influencing sustainability and integrated report disclosures in Kenya include agency-related (board diversity, ownership) and institutional-related (regulatory pressure, reporting awards) factors."
Assessing the Readiness of Government and Semi-Government Institutions in Qatar for Inclusive and Sustainable ICT Accessibility: Introducing the MARSAD Tool,"Achraf Othman, Amnah Al Mutawaa, Amani Al Tamimi, Maha Al Mansouri",10.3390/su15043853,https://doi.org/10.3390/su15043853,Sustainability,19,2023,The paper introduces an e-readiness assessment tool (MARSAD) to measure the adoption of ICT accessibility for people with disabilities in Qatar.
Decision support framework for integrating triple bottom line (TBL) sustainability in agriculture supply chain,"Sandeep Singh, Samir K. Srivastava",10.1108/sampj-07-2021-0264,https://doi.org/10.1108/sampj-07-2021-0264,"Sustainability Accounting, Management and Policy Journal",18,2021,The paper develops a decision support framework to integrate triple bottom line sustainability in the agriculture supply chain.
Sustainability Performance Reporting,"Teodora Maria Rusu, A. Odagiu, Horia Pop, Laura Paulette",10.3390/su16198538,https://doi.org/10.3390/su16198538,Sustainability,5,2024,The paper discusses the importance of sustainability reporting for companies to assess and communicate their sustainability performance and impact.
Unpacking sustainability reporting dimensions: the impact of board characteristics,"Mohammad Alta'any, Ven Tauringana, Alaa Zalata, L. Achiro",10.1108/jfra-09-2023-0568,https://doi.org/10.1108/jfra-09-2023-0568,Journal of Financial Reporting & Accounting,12,2024,"Board characteristics, especially the presence of a sustainability committee, impact the extent and dimensions of sustainability reporting."
Critical reflections on sustainability reporting standard setting,"Irshad Ali, Peni Fukofuka, A. Narayan",10.1108/sampj-01-2022-0054,https://doi.org/10.1108/sampj-01-2022-0054,"Sustainability Accounting, Management and Policy Journal",15,2023,"The paper provides critical reflections on sustainability reporting standard setting, highlighting the need to serve the interests of a broad range of stakeholders, not just dominant actors."
Firm Characteristics and Adoption of Integrated Reporting: An Emerging Market Perspective,"Meena Bhatia, Vandana Mehrotra, Bhavna Thawani",10.1177/09721509231160872,https://doi.org/10.1177/09721509231160872,Global Business Review,5,2023,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on the adoption of integrated reporting in an emerging market context."
Determinants of global reporting initiative report: A comparative study between USA and European companies,"Grigoris Giannarakis, A. Andronikidis, C. Zopounidis, N. Sariannidis, K. Tsagarakis",10.1016/j.spc.2022.11.014,https://doi.org/10.1016/j.spc.2022.11.014,Sustainable Production and Consumption,10,2022,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on determinants of GRI reporting in US and European companies in general."
Social Network Influences on Integrated Reporting adoption and implementation – A UK Perspective,Fiona Robertson,10.1108/JGR-08-2020-0080,https://doi.org/10.1108/JGR-08-2020-0080,-,5,2021,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and the challenges and drivers. The paper focuses on social network influences on integrated reporting adoption and implementation in the UK.
Are we ready to assess digital readiness? Exploring digital implications for social progress from the Network Readiness Index,"D. S. Silva, G. Yamashita, M. Cortimiglia, P. Brust-Renck, C. T. ten Caten",10.1016/j.techsoc.2022.101875,https://doi.org/10.1016/j.techsoc.2022.101875,Technology and Society,16,2022,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
Managerial Reporting Tools for Social Sustainability: Insights from a Local Government Experience,"E. Cardillo, M. Longo",10.3390/su12093675,https://doi.org/10.3390/su12093675,Sustainability,11,2020,The paper explores how accounting documents and managerial tools can contribute to assessing and promoting social sustainability in local government.
Accounting for downstream value chain: examining the accountability for social impact of digitalisation,"Akylai Anarbaeva, J. Garst",10.1108/medar-02-2024-2387,https://doi.org/10.1108/medar-02-2024-2387,Meditari Accountancy Research,1,2024,Challenges in measuring social impact of digitalization are linked to trade-offs between data quality and accountability conditions for IT companies.
Influence of sustainability reports on social and environmental issues: bibliometric analysis and the word cloud approach,"Rosane Aparecida Kulevicz, G. Porfirio, Ozeni Souza DE Oliveira, Arturo A Z Zavala, Benedito Albuquerque da Silva, M. Constantino",10.1139/er-2019-0075,https://doi.org/10.1139/er-2019-0075,-,20,2020,"This paper analyzes how corporate sustainability reports address socio-environmental issues and business development, but does not specifically address social sustainability reporting readiness in software services."
Modeling barriers to social responsibility accounting (SRA) and ranking its implementation strategies to support sustainable performance – a study in an emerging market,"A. Khodamipour, Hassan Yazdifar, Mahdi Askari Shahamabad, Parvin Khajavi",10.1108/jm2-12-2022-0287,https://doi.org/10.1108/jm2-12-2022-0287,Journal of Modelling in Management,2,2023,"The paper identifies barriers to implementing social responsibility accounting and provides strategies to overcome them, which is relevant to the challenges in drivers for social sustainability reporting readiness in software services."
The sustainability reporting-firm performance nexus: evidence from a threshold model,"Mani Bansal, Taab Ahmad Samad, H. Bashir",10.1108/jgr-05-2021-0049,https://doi.org/10.1108/jgr-05-2021-0049,Journal of Global Responsibility,32,2021,"The paper examines the non-linear relationship between sustainability reporting and firm performance, finding that sustainability reporting has a differential threshold impact on operating and market performance."
