standard,year,topic2,topic3,company_name,company_isin,req_type,comp_name,exists,value,material
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,disclosure whether all its employees are covered by social protection against loss of income due to unemployment starting from when the own worker is working for the undertaking through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"the total number of temporary employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,voluntary,average number of training hours per non-employee by gender,False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,voluntary,"average number of training hours per employee breakdown by function (such as technical, administrative, production)",False,,True
esrs_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,mandatory,number of severe human rights incidents connected to the undertaking's workforce in the reporting period,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"If applicable, a provision of contextual information necessary to understand the employee data (e.g. to understand fluctuations in number of employees during the reporting period)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of employee breakdown by countries in which the undertaking has 50 or more employees representing at least 10% of its total number of employees in headcount (Country A; Country B; Country C; Country D),False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,voluntary,"number of fatalities as a result of work-related ill health with regard to others workers working on the undertaking's sites, such as value chain workers if they are working on the undertaking's sites",False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,disclosure whether all its non-employees are covered by social protection against loss of income due to sickness through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,"any contextual information necessary to understand other changes to the underlying ""gender pay gap"" data that are to be considered",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,distribution of employees by age group over 50 years old in percentage,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,disclosure whether all its non-employees are covered by social protection against loss of income due to unemployment starting from when the own worker is working for the undertaking through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,annual total remuneration ratio of the highest paid individual to the median annual total remuneration for all employees (excluding the highest paid individual),False,,True
esrs_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,mandatory,"total amount of fines, penalties and compensation for damages as a result of the incidents and complaints reported",False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,voluntary,number of fatalities as a result of work-related ill health,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,disclosure whether the employee numbers are reported: at the end of the reporting period; as an average across the reporting period; or using another methodology,True,"Data included in the following pages of this report reflects company-wide, global numbers from the time period between April 1, 2022, and March 31, 2023 (FY23)",True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of employees in the reporting period by head count,True,6500,True
esrs_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,mandatory,"number of complaints filed through channels for people in the undertaking's own workforce to raise concerns (including grievance mechanisms), excluding those already reported as incidents of discrimination",False,,True
esrs_v2,2023,own workforce metrics,collective bargaining and social dialogue,Aveva,GB00BBG9VN75,mandatory,"outside the European Economic Area (EEA): percentage of its own employees covered by collective bargaining agreements, by coverage rate (0-19%, 20-39%, 40-59%, 60-79%, 80-100%) and region",False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,mandatory,average number of training hours per employee,True,26.20,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of temporary employees by head count,False,,True
esrs_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,"percentage of employees entitled to take family-related leave, if not all of the undertaking’s employees are entitled to family-related leave through social policy and/or collective bargaining agreements",False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,"gender pay gap between employees by function (such as technical, administrative, production) broken down by variable components",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,"total number of non-guaranteed hours employees, breakdown by region by FTE (Region A; Region B)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of employees in the prior period by head count,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,gender pay gap (difference of average pay levels between female and male employees) as percentage of the average pay level of male employees,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,total number of full-time employees by full time equivalents (FTE),False,,True
esrs_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,voluntary,status of incidents and/or complaints and actions taken with reference to incidents reviewed by the undertaking,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,"disclosure whether all its employees are paid an adequate wage, in line with applicable benchmarks",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,total number of part-time employees by head count,True,102,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of non-employees in the undertakings's own workforce, i.e. either people with contracts with the undertaking to supply labour (“self-employed people”) or people provided by undertakings primarily engaged in “employment activities” (NACE Code N78)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,disclosure whether the non-employee numbers are reported at the end of the reporting period; as an average across the reporting period; or using another methodology,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of permanent employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,voluntary,"average number of training hours per non-employee breakdown by function (such as technical, administrative, production)",False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,disclosure whether all its employees are covered by social protection against loss of income due to parental leave through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"if applicable, a provision of contextual information necessary to understand the non-employee data (e.g. significant fluctuations in the number of non-employees in the undertaking’s own workforce during the reporting period and between the current and the previous reporting period)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of non-guaranteed hours employees by head count,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,gender pay gap by country,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of employees in the reporting period by full time equivalents (FTE),False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,number of recordable work-related accidents breakdown between employees and non-employees in the undertaking's own workforce,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"any contextual information necessary to understand the ""disability"" data and how it has been compiled (methodology) (e.g. information about the impact of different legal definitions of persons with disabilities in the different countries in which the undertaking has operations)",False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,voluntary,"percentage of non-employees that participated in regular performance and career development reviews, broken down by function (such as technical, administrative, production)",False,,True
esrs_v2,2023,own workforce metrics,collective bargaining and social dialogue,Aveva,GB00BBG9VN75,mandatory,"global percentage of employees covered at the establishment level by workers’ representatives, reported at the country level for each EEA country in which the undertaking has significant employment by coverage rate (0-19%, 20-39%, 40-59%, 60-79%, 80-100%) and country",False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"number of days lost to work-related injuries and fatalities from work-related accidents, work-related ill health and fatalities from ill health with regard to the undertaking's employees",False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,mandatory,average number of training hours per employee by gender,False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,number of fatalities as a result of work-related injuries and work-related ill-health,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,"gender pay gap between employees by function (such as technical, administrative, production) broken down by complementary components",False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,voluntary,"externally audited percentage of own workforce covered by a health and safety management system based on legal requirements, recognised standards or guidelines",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,rate of employee turnover in the reporting period,True,14.70,True
esrs_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,percentage of entitled employees that took family-related leave,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,rate of employee turnover in the prior period,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of employees in the prior period by full time equivalents (FTE),False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,voluntary,"number of fatalities as a result of work-related injuries with regard to others workers working on the undertaking's sites, such as value chain workers if they are working on the undertaking's sites",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of employees, broken down by gender (male, female, other, not reported) in head count",True,male: 4608; female: 1892,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,desciption of the relationship with the undertaking of non-employees,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,"gender pay gap by level (such as senior management, middle management)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,total number of full-time employees by head count,True,6182,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,disclosure whether all its employees are covered by social protection against loss of income due to employment injury and acquired disability through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,"total number of full-time employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,"gender pay gap by function (such as technical, administrative, production)",False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,voluntary,"percentage of employees that participated in regular performance and career development reviews, broken down by level (such as senior management, middle management)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of temporary employees by FTE,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,total number of part-time employees by FTE,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,disclosure whether all its non-employees are covered by social protection against loss of income due to employment injury and acquired disability through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,distribution of employees by age group over 50 years old in number,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,"any contextual information necessary to understand other changes to the underlying ""renumeration"" data that are to be considered",False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,"gender pay gap between employees by function (such as technical, administrative, production) broken down by ordinary basic salary",False,,True
esrs_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,mandatory,"a reconciliation of monetary amounts (fines, penalties and compensation for damages)as a result of incidents and complaints reported disclosed with the most relevant amount presented in the financial statements",False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,voluntary,"internally audited percentage of own workforce covered by a health and safety management system based on legal requirements, recognised standards or guidelines",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,"total number of part-time employees, breakdown by region by FTE (Region A; Region B)",False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,"annual total remuneration ratio of the highest paid individual to the median annual total remuneration for all employees (excluding the highest paid individual) adjusted for purchasing power differences between countries, in which case it shall report the methodology used for the calculation",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,"total number of full-time employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,mandatory,"contextual information necessary to understand the data regarding work-related incidents, complaints and severe human rights impacts and how it has been compiled",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,a description of the methodologies used to compile the non-employee data,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"gender distribution at top management in the reporting period, in percentage",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"gender distribution at top management in the prior period,  in number",False,,True
esrs_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,voluntary,status of incidents and/or complaints and actions taken with reference to remediation plans being implemented,False,,True
esrs_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,voluntary,status of incidents and/or complaints and actions taken with reference to incidents no longer subject to action,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,"total number of full-time employees, breakdown by region by head count (Region A; Region B)",False,,True
esrs_v2,2023,own workforce metrics,collective bargaining and social dialogue,Aveva,GB00BBG9VN75,mandatory,"the existence of any agreement with its employees for representation by a European Works Council (EWC), an Societas Europaea (SE) Works Council, or an Societas Cooperativa Europaea (SCE) Works Council",False,,True
esrs_v2,2023,own workforce metrics,collective bargaining and social dialogue,Aveva,GB00BBG9VN75,mandatory,percentage of total employees covered by collective bargaining agreements ((number of employees covered by collective bargaining agreements)/(number of employees)*100),False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of permanent employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,voluntary,"number of fatalities as a result of work-related ill health, where applicable broken down between employees and non-employees in the undertaking's own workforce",False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,disclosure whether all its employees are covered by social protection against loss of income due to retirement through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,disclosure whether the non-employee numbers are reported in head count or full-time equivalent (FTE) (including an explanation of how FTE is defined),False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"where applicable the percentage of own workforce who are covered by the undertaking's health and safety management based on legal requirements and/or recognised standards or guidelines (in headcount), broken down between employees and non-employees in the undertaking's own workforce",False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,voluntary,number of fatalities as a result of work-related injuries,False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"number of fatalities as a result of work-related injuries and work-related ill-health with regard to others workers working on the undertaking's sites, such as value chain workers if they are working on the undertaking's sites",False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"percentage of own workforce covered by the health and safety management of the company based on legal requirements, recognised standards or guidelines (in headcount)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of employees who left the undertaking during the reporting period,False,,True
esrs_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,mandatory,"an indication of how many of these severe human rights incidents are cases of non-respect of the UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises.",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,distribution of employees by age group under 30 years old in number,False,,True
esrs_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,"whether all of the undertaking’s employees are entitled to family-related leave (maternity, paternity, parental or career’s leave) through social policy and/or collective bargaining agreements",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,"total number of non-guaranteed hours employees, breakdown by region by head count (Region A; Region B)",False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,voluntary,"average number of training hours per employee breakdown by level (such as senior management, middle management)",False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,voluntary,"percentage of employees that participated in regular performance and career development reviews, broken down by function (such as technical, administrative, production)",False,,True
esrs_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,mandatory,"percentage of employees that participated in regular performance and career development reviews, broken down by gender",False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,"if not all non-employees are covered by social protection, disclosure of concerned countries with the respective types of non-employees that do not have social protection regarding to one or more types of life events (sickness, unemployment starting from when the own worker is working for the company, employment injury and acquired disability, parental leave, retirement)",False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,voluntary,disclosure whether all its non-employees are covered by social protection against loss of income due to parental leave through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,rate of recordable work-related accidents (injuries) (per 1.000.000 working hours),False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of non-guaranteed hours employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,collective bargaining and social dialogue,Aveva,GB00BBG9VN75,voluntary,description of whether the undertaking determines the working conditions and terms of employment of employees not covered by collective bargaining agreements based on collective bargaining agreements that cover its other employees or based on collective bargaining agreements from other undertakings,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of non-guaranteed hours employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,a cross reference of the information reported under S1.50 a) (total number of employees) to the most representative number in the financial statements,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,"total number of permanent employees, breakdown by region by head count (Region A; Region B)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"where data concerning employees is not available, the undertaking shall state where empoyee data got estimated",False,,False
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,voluntary,description of the type of work the non-employees perform,False,,True
esrs_v2,2023,own workforce metrics,collective bargaining and social dialogue,Aveva,GB00BBG9VN75,mandatory,for the European Economic Area (EEA): whether it has one or more collective bargaining agreements,False,,True
esrs_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"rate of recordable work-related accidents (injuries), where applicable broken down between employees and non-employees in the undertaking's own workforce (per 1.000.000 working hours)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,distribution of employees by age group 30-50 years old in number,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,a description of the methodologies used to compile the employee data,False,,True
esrs_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,"if not all employees are paid an adequate wage in line with applicable benchmarks, disclosure of concerned countries with the respective percentages of employees that earn below the applicable adequate wage benchmark",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of permanent employees by FTE,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,an explanation of how FTE is defined,False,,False
esrs_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"gender distribution at top management in the prior period, in percentage",False,,True
gri_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,"rate of employees that returned to work in the reporting period after parental leave ended that were still employed 12 months after their return to work, broken down by gender",False,,True
gri_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,number of high-consequence work-related injuries (excl. fatalities) for non-employee workers,False,,True
gri_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,mandatory,transition assistance programs provided to facilitate continued employability (such as retraining for those intending to continue working; job placement services),True,"To drive progress in achieving our goals, our People team is working across the business to identify earlycareer talent opportunities by key geography and putting in place a multi-year planning approach.",True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,rate of employee turnover during the reporting period by age group,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,desciption of the relationship with the undertaking of non-employees,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"percentage of employees per function (such as technical, administrative, production) and by age group (<30 years old; 30-50 years old; > 50 years old)",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of non-guaranteed hours employees by FTE,False,,True
gri_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,"total number of employees that returned to work in the reporting period after parental leave ended, broken down by gender",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"percentage of employees per function (such as technical, administrative, production) and by other indicators of diversity (such as minority or vulnerable group)",False,,True
gri_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"where applicable the percentage of own workforce who are covered by the undertaking's health and safety management based on legal requirements and/or recognised standards or guidelines (in headcount), broken down between employees and non-employees in the undertaking's own workforce",False,,True
gri_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"percentage of own workforce covered by the health and safety management of the company based on legal requirements, recognised standards or guidelines (in headcount)",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"the total number of temporary employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,"rate of employees that returned to work in the reporting period after parental leave ended, broken down by gender",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of full-time employees by head count,True,6182,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of employee turnover during the reporting period by age group,False,,True
gri_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"number of fatalities as a result of work-related injuries, where applicable broken down between employees and non-employees in the undertaking's own workforce",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of full-time employees, breakdown by region by head count (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of new employee hires during the reporting period by gender,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of non-guaranteed hours employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,human rights,Aveva,GB00BBG9VN75,mandatory,status of incidents and/or complaints and actions taken with reference to incidents no longer subject to action,False,,True
gri_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,rate of employees that returned to work in the reporting period after parental leave ended that were still employed 12 months after their return to work,False,,True
gri_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,rate of recordable work-related accidents (injurys) (per 200.000 working hours),False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"percentage of employees per level (such as: senior, middle management) and by gender",True,data_too_long_to_display,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of new employee hires during the reporting period by region,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"percentage of employees per level (such as: senior, middle management) and by age group (<30 years old; 30-50 years old; > 50 years old)",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,description of the most common types of non-employees,False,,True
gri_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,"total number of employees entitled to parental leave, broken down by gender",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of part-time employees by FTE,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,description of the type of work the non-employees perform,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of temporary employees, breakdown by region by head count (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,mandatory,"percentage of employees that participated in regular performance and career development reviews, broken down by gender",False,,True
gri_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,total number of employees entitled to parental leave,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,disclosure whether the non-employee numbers are reported in head count or full-time equivalent (FTE) (including an explanation of how FTE is defined),False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,disclosure whether the non-employee numbers are reported at the end of the reporting period; as an average across the reporting period; or using another methodology,False,,True
gri_v2,2023,own workforce metrics,collective bargaining and social dialogue,Aveva,GB00BBG9VN75,mandatory,percentage of total employees covered by collective bargaining agreements ((number of employees covered by collective bargaining agreements)/(number of employees)*100),False,,True
gri_v2,2023,own workforce metrics,collective bargaining and social dialogue,Aveva,GB00BBG9VN75,mandatory,minimum number of weeks' notice typically provided to employees and their representatives prior to the implementation of significant operational changes that could substantially affect them,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of temporary employees by FTE,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of temporary employees, breakdown by region by FTE (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,main types of ill-health for non-employee workers,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,rate of employee turnover during the reporting period by gender,False,,True
gri_v2,2023,own workforce metrics,compensation,Aveva,GB00BBG9VN75,mandatory,"ratio of the remuneration of women to men for each level (such as: senior, middle management), by significant locations of operation",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of full-time employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"percentage of employees per function (such as technical, administrative, production) and by gender",False,,True
gri_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"if any workers have been excluded from the disclosure (of a health and safety management system), the types of workers excluded",False,,True
gri_v2,2023,own workforce metrics,work-life balance,Aveva,GB00BBG9VN75,mandatory,total number of employees that took parental leave,False,,True
gri_v2,2023,own workforce metrics,health and safety,Aveva,GB00BBG9VN75,mandatory,"any contextual information necessary to understand how the data regarding the health and safety management system (GRI 403.8) have been compiled, such as any standards, methodologies, and assumptions used.",False,,True
gri_v2,2023,own workforce metrics,training,Aveva,GB00BBG9VN75,mandatory,"percentage of employees that participated in regular performance and career development reviews, broken down by function (such as technical, administrative, production)",False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,total number of permanent employees by headcount,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,a description of the assumptions used to compile the non-employee data,False,,True
gri_v2,2023,own workforce metrics,characteristics,Aveva,GB00BBG9VN75,mandatory,"total number of full-time employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
